,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,0,1.236409375994261,0.7713551819100126,-2.868881527076972,-0.2741926407037977,-4.462532486599685,0.8772838755460043,-1.0153372873140325,-1.1180166454663583,-3.985804360008506,10.897037654823386,-2.7468597078855996,-0.37519884524264246,-2.5502573854694766,-1.6548681914773633,-2.3672735246482763,0.3820407645097812,-0.12662639315222365,-0.7199680091841343,-0.0704089944175271,1.0113908525804398,-0.039983092344497956,-0.00971021583250456,-2.7057953499626093,-0.6903605265352183,-0.31633909044261277,-0.4148777100736184,-0.9551522986730691,2.3167070142325765,0.7830797823148522,-0.12662639315222365
1,0,-0.9425542064854951,-2.02019640036765,1.4416808646690278,-1.951818468493093,5.257332469476779,-1.179665049215079,2.2139226751217853,4.12066482412582,10.022119036036337,-7.725141902642341,1.9688259456355262,1.1040071763836785,-0.8007918839940554,1.5426970605622963,2.9995205950656576,1.1137856531360055,-0.6931835366426432,0.12994470895457863,0.2742004886547017,-0.3172806579914338,1.8233277844739537,-0.9947990491496578,7.438069337445948,-0.013862036817485102,3.0638606693259116,0.6208532393824591,3.785254158624234,1.3407079733112455,-0.597569548718788,-0.6931835366426432
2,2,-5.138842470706299,1.931265809905929,-0.11647685435990959,0.2389865270447576,3.6534633839216664,-0.21784304682195235,2.080201290462806,-0.6182790593946391,5.06589435713516,-0.8951037795247828,2.1819757004283846,3.5988758371657648,1.1691115080011838,0.24145146987525623,1.3109676003156576,0.4249716081797055,-0.2636838823494059,1.0926176035686188,-1.4861600591505741,0.9549593694241894,-0.2960199323266546,1.6310996343474997,4.281124447101203,1.2094945972443694,2.686192101174566,-0.3752905129631512,-0.31123601776750276,0.02789208900250753,0.7934022967871289,-0.2636838823494059
3,1,5.1073896198356366,2.174468306112527,-0.5301119556202564,-2.022941841512831,-1.170979291219893,1.451811425469999,0.29007826794947744,-4.685609771430157,-8.296902545014117,2.316296877556486,-0.3019749370997197,-3.382875526844225,-0.6100348778800836,0.9611780329643477,1.7713249793979826,0.84169818577891,4.331348395027968,0.4515573707898404,-1.3134743634792327,-0.4559900881621225,-1.9520749341013737,-0.8327722263746045,-4.948899773852024,-1.0896096924788543,0.6006829763508564,-0.4959956985204036,1.0136032754326223,-0.30973961714511267,2.8690622801518213,4.331348395027968
4,1,-4.55484786191647,0.7046467584671875,2.2595766579127936,0.7201461845545215,2.997571820967309,-1.9620739140528625,-5.6707806406941055,-0.07848549181587491,-0.7370289791992439,-0.5770387729534571,2.3531622428190944,0.3407479616567407,-3.2030422465900505,0.9494804948804842,2.6560536775105694,-0.3895445820323685,-0.6168847192368822,1.2160538212580252,0.5096378942841921,-1.4680132682043279,-0.39975538489521456,-0.09461825598472348,4.385028595157922,0.9775399404316152,0.3972140008467576,-1.427413603390052,3.2257524246202887,-2.8233683437356665,-0.1826943676563829,-0.6168847192368822
5,2,5.202144037296587,-0.2961405419524147,-0.5039635199904767,1.8395196214241245,0.8916462680611679,0.8698752240427585,-0.5682961559309747,0.4700860364981402,0.24343340151816484,-2.808704666667737,0.7614521212319911,0.15309921247807204,-0.058945655301172545,-1.8905349523671147,0.8391816425232751,0.4087351712119621,2.3149372177714826,1.1633542175117866,4.042464713593256,1.5884515942990705,-0.9158579934675145,-0.40659792779308346,-0.2177239572599147,1.5750399977064489,1.3185838507715588,-0.7380443273253475,4.638114909093801,1.531708236930244,0.3419554264484118,2.3149372177714826
6,2,-4.91811467206733,-2.9138436543200883,1.5314552739750396,-1.1182047513508642,0.13251789208371395,0.8310246862324947,1.1367582647326044,1.0427065518773206,13.258378931990988,-0.586283080146969,-0.26159551046880114,4.387546642864246,2.3222733436848633,2.0646697986262637,-0.6832271927509509,0.6081960759106919,-3.7194711315363067,1.430761966886869,0.6713562547013435,0.32015783814366383,-0.7859591209577912,0.5687588596242285,1.5791758846917754,1.9740202217727711,1.0696579985412735,3.1283549255168435,0.9767364695763426,0.050667864926232126,4.35523835779727,-3.7194711315363067
7,0,-1.0600690623513385,1.182759773492271,0.7220668117065568,0.031786922402492326,-3.089479942245174,0.4616412248388403,-1.1501111874886405,-1.2100118597972211,-7.467208387882459,10.545927622656196,-2.211113321948304,1.6104987738168197,-6.003937728853027,-0.5107490951351614,-6.088361149388176,1.4119197045691505,-3.6682801339324254,-1.3509102570344504,-2.5156951842016495,0.1693620050112834,0.4290384462334921,0.958868652032151,5.609221707428206,-0.7675783970315317,0.643286821153198,0.6537643730207118,0.4945080409648034,-0.2084179439870719,-3.3158402432171052,-3.6682801339324254
8,1,0.800638977366269,4.917022944404075,0.7749487593846437,-1.1243217685933522,7.908336754255411,1.3493657013836207,1.6876527156188472,-0.7493524015955758,-0.12955621039323326,2.541109374154151,-0.13405658679038587,2.1300711226093494,0.9092091627733038,-0.0047401075615345345,0.2068237114586974,-0.02491276734025409,-0.8559692820589735,0.951499303334676,3.7936037691648976,0.6820301514330576,-0.8324726941190221,-1.0226999829268673,-3.617473472937056,0.7114446333649779,0.2890887371427948,0.4274616548927881,2.1219653177061883,2.547056371063945,3.5833249257647606,-0.8559692820589735
9,1,4.562308140264246,-1.475015292315307,2.4253487236235944,1.1079334167971104,0.43979815445132076,-1.3777982544030767,1.9552670138566532,-1.237980185690755,-1.4988664920707369,2.137604400632876,-0.6192372639738263,-2.490039048682867,0.11823879708844501,-0.6421267259320803,-3.140812293306588,-1.4979349751825046,2.2029960539906717,0.126948242132184,-1.6850829023395497,0.21034703420390546,-0.8554756969491611,0.16751123592069084,-0.3278912832401364,-0.17492369278424155,0.9279226991558741,0.13322025292379858,3.6964011732209165,3.592225725720056,3.924054134506401,2.2029960539906717
